(733.9008331298828, 407.2619390487671)
(732.7883148193359, 408.1790828704834)
(732.574462890625, 407.4862575531006)
(729.4638824462891, 406.83021068573)
(729.2128753662109, 407.7586841583252)
(729.0795135498047, 408.53240489959717)
(730.8053588867188, 412.5777769088745)
(732.2617340087891, 413.1071376800537)
(732.5117492675781, 413.0481719970703)
(728.3905029296875, 412.48366355895996)
(727.0382690429688, 414.3419408798218)
(726.8305206298828, 414.00243759155273)
(729.0822601318359, 412.5876045227051)
(728.8544464111328, 412.65214920043945)
(729.4754028320312, 413.3463478088379)
(728.6869049072266, 410.2957534790039)
(728.8150787353516, 410.04045009613037)
(728.6522674560547, 409.51164722442627)
(728.4928894042969, 412.83071994781494)
(728.3356475830078, 414.5290946960449)
(728.6087799072266, 414.5262622833252)
(728.7045288085938, 414.8755931854248)
(731.1159515380859, 411.8223810195923)
(729.82421875, 412.4618625640869)
(729.0660858154297, 413.454065322876)
(726.0455322265625, 412.4900150299072)
(725.8531951904297, 412.2029113769531)
