(659.8219299316406, 472.1702814102173)
(658.8603973388672, 473.2272434234619)
(661.3383483886719, 471.5529441833496)
(657.7773284912109, 471.7219877243042)
(656.8252563476562, 475.6941890716553)
(655.8443450927734, 474.75683212280273)
(655.9693145751953, 475.18654346466064)
(656.0774230957031, 476.71003818511963)
(655.1183319091797, 476.83874130249023)
(653.9129638671875, 476.1414957046509)
(653.5166931152344, 477.7089786529541)
(655.8769226074219, 477.06284523010254)
(656.6911315917969, 478.72169494628906)
(654.4440460205078, 479.15252208709717)
(655.4099273681641, 477.2522735595703)
(655.8120727539062, 477.4523878097534)
(653.6056518554688, 477.1152448654175)
(654.2649841308594, 477.34771728515625)
(655.228271484375, 476.75694465637207)
(653.4740447998047, 478.73581409454346)
(655.0004577636719, 476.49717807769775)
(655.5288696289062, 477.6125907897949)
(656.4856719970703, 478.0476665496826)
(654.8979949951172, 481.1457681655884)
(652.6090240478516, 478.9106512069702)
(652.4155426025391, 479.5346403121948)
(652.7513122558594, 478.27953815460205)
