(714.1455841064453, 406.6945552825928)
(714.0449523925781, 407.1883821487427)
(714.2157745361328, 407.3743772506714)
(701.6552734375, 407.7755069732666)
(703.9910888671875, 407.13679790496826)
(701.8575286865234, 408.2248306274414)
(711.9306945800781, 412.83183574676514)
(712.2340393066406, 413.5980463027954)
(712.1779632568359, 412.3030757904053)
(702.5260925292969, 413.30918312072754)
(702.28271484375, 414.7757291793823)
(701.9449615478516, 414.4631767272949)
(706.1875152587891, 412.7425718307495)
(706.3907623291016, 413.69537830352783)
(707.1415710449219, 413.10482025146484)
(706.1305999755859, 408.93113136291504)
(706.2422943115234, 409.23741817474365)
(706.6294860839844, 408.69539737701416)
(706.1276245117188, 412.51786708831787)
(705.6192779541016, 414.46532249450684)
(706.5092468261719, 414.561710357666)
(705.7726287841797, 414.98661518096924)
(711.2279510498047, 412.5098419189453)
(709.6811676025391, 411.88422203063965)
(707.5885772705078, 412.81097888946533)
(700.347900390625, 413.0770540237427)
(700.8993530273438, 412.72390365600586)
