(628.7380599975586, 417.5214099884033)
(631.153450012207, 423.0042314529419)
(710.4199981689453, 394.7415590286255)
(717.1882629394531, 402.3755979537964)
(705.3003692626953, 411.16315841674805)
(698.5906219482422, 418.3551263809204)
(697.6856994628906, 418.37692737579346)
(720.0578308105469, 387.70580291748047)
(730.8746337890625, 358.69683265686035)
(710.8860778808594, 359.9769115447998)
(709.9811553955078, 359.14581298828125)
(707.8916931152344, 360.46202659606934)
(708.9263153076172, 359.72718715667725)
(709.5228576660156, 361.0623264312744)
(710.7404327392578, 360.5492305755615)
(706.7639923095703, 363.29392433166504)
(707.5535583496094, 363.02038192749023)
(705.7608795166016, 362.85417079925537)
(702.3309326171875, 363.8879585266113)
(702.2489929199219, 363.71432304382324)
(702.9991149902344, 363.8410520553589)
(711.8510437011719, 365.6843090057373)
(713.1553649902344, 366.56583309173584)
(711.8834686279297, 367.1802520751953)
(711.4181518554688, 366.5072536468506)
(712.2212219238281, 367.3583936691284)
(711.0316467285156, 368.92016887664795)
(707.0555877685547, 369.01960372924805)
(705.6416320800781, 369.7417402267456)
(702.7581787109375, 369.7209692001343)
(704.6476745605469, 369.76791858673096)
(703.9288330078125, 369.1925525665283)
(704.0103149414062, 370.3668022155762)
(711.6105651855469, 370.8042812347412)
(711.7812347412109, 370.6406021118164)
(712.7238464355469, 370.4998826980591)
(710.7223510742188, 371.40586853027344)
(711.3273620605469, 371.3906764984131)
(710.7742309570312, 371.3423538208008)
(705.97412109375, 371.6910409927368)
(707.0002746582031, 370.89680671691895)
(705.7761383056641, 372.40880012512207)
(704.9735260009766, 372.5680160522461)
(698.216552734375, 370.96564292907715)
(730.8746337890625, 358.69683265686035)
(710.8860778808594, 359.9769115447998)
(709.9811553955078, 359.14581298828125)
(707.8916931152344, 360.46202659606934)
(708.9263153076172, 359.72718715667725)
(709.5228576660156, 361.0623264312744)
(710.7404327392578, 360.5492305755615)
(706.7639923095703, 363.29392433166504)
(707.5535583496094, 363.02038192749023)
(705.7608795166016, 362.85417079925537)
(702.3309326171875, 363.8879585266113)
(702.2489929199219, 363.71432304382324)
(702.9991149902344, 363.8410520553589)
(711.8510437011719, 365.6843090057373)
(713.1553649902344, 366.56583309173584)
(711.8834686279297, 367.1802520751953)
(711.4181518554688, 366.5072536468506)
(712.2212219238281, 367.3583936691284)
(711.0316467285156, 368.92016887664795)
(707.0555877685547, 369.01960372924805)
(705.6416320800781, 369.7417402267456)
(702.7581787109375, 369.7209692001343)
(704.6476745605469, 369.76791858673096)
(703.9288330078125, 369.1925525665283)
(704.0103149414062, 370.3668022155762)
(711.6105651855469, 370.8042812347412)
(711.7812347412109, 370.6406021118164)
(712.7238464355469, 370.4998826980591)
(710.7223510742188, 371.40586853027344)
(711.3273620605469, 371.3906764984131)
(710.7742309570312, 371.3423538208008)
(705.97412109375, 371.6910409927368)
(707.0002746582031, 370.89680671691895)
(705.7761383056641, 372.40880012512207)
(704.9735260009766, 372.5680160522461)
(698.216552734375, 370.96564292907715)
