(59.20106887817383, -11.344177722930908)
(59.95584487915039, -10.812928676605225)
(57.5425910949707, -3.6204886436462402)
(57.650146484375, -4.559326171875)
(58.311500549316406, -5.766406059265137)
(58.83617401123047, -6.360182762145996)
(59.456214904785156, -6.091983318328857)
(58.13253402709961, -2.993302345275879)
(62.849063873291016, -16.529810428619385)
(60.79139709472656, -19.194316864013672)
(59.78752136230469, -18.744971752166748)
(59.51395034790039, -19.358296394348145)
(60.272979736328125, -18.97010564804077)
(60.559730529785156, -19.218242168426514)
(60.74174880981445, -18.25307607650757)
(60.546722412109375, -19.08574104309082)
(61.37462615966797, -19.26506280899048)
(61.01137161254883, -18.830974102020264)
(60.93156814575195, -19.123785495758057)
(60.80596923828125, -18.96463394165039)
(60.997276306152344, -19.30175542831421)
(61.63034439086914, -18.291893005371094)
(61.32164001464844, -18.221876621246338)
(61.32495880126953, -18.674311637878418)
(61.584205627441406, -18.676135540008545)
(62.018680572509766, -18.33015203475952)
(61.532859802246094, -18.135123252868652)
(61.44369125366211, -18.02032470703125)
(61.386756896972656, -17.790040969848633)
(60.51929473876953, -18.343584537506104)
(61.46827697753906, -18.73840570449829)
(61.8946647644043, -18.706605434417725)
(61.48841857910156, -18.904380798339844)
(61.47966384887695, -17.794504165649414)
(61.84722900390625, -18.197736740112305)
(61.586761474609375, -18.184776306152344)
(61.115074157714844, -18.09119939804077)
(61.835060119628906, -18.311913013458252)
(61.38898849487305, -18.77340316772461)
(60.934200286865234, -18.32944393157959)
(61.586246490478516, -18.92723321914673)
(61.39656066894531, -18.61830711364746)
(61.272926330566406, -18.334379196166992)
(60.341529846191406, -18.996520042419434)
(62.849063873291016, -16.529810428619385)
(60.79139709472656, -19.194316864013672)
(59.78752136230469, -18.744971752166748)
(59.51395034790039, -19.358296394348145)
(60.272979736328125, -18.97010564804077)
(60.559730529785156, -19.218242168426514)
(60.74174880981445, -18.25307607650757)
(60.546722412109375, -19.08574104309082)
(61.37462615966797, -19.26506280899048)
(61.01137161254883, -18.830974102020264)
(60.93156814575195, -19.123785495758057)
(60.80596923828125, -18.96463394165039)
(60.997276306152344, -19.30175542831421)
(61.63034439086914, -18.291893005371094)
(61.32164001464844, -18.221876621246338)
(61.32495880126953, -18.674311637878418)
(61.584205627441406, -18.676135540008545)
(62.018680572509766, -18.33015203475952)
(61.532859802246094, -18.135123252868652)
(61.44369125366211, -18.02032470703125)
(61.386756896972656, -17.790040969848633)
(60.51929473876953, -18.343584537506104)
(61.46827697753906, -18.73840570449829)
(61.8946647644043, -18.706605434417725)
(61.48841857910156, -18.904380798339844)
(61.47966384887695, -17.794504165649414)
(61.84722900390625, -18.197736740112305)
(61.586761474609375, -18.184776306152344)
(61.115074157714844, -18.09119939804077)
(61.835060119628906, -18.311913013458252)
(61.38898849487305, -18.77340316772461)
(60.934200286865234, -18.32944393157959)
(61.586246490478516, -18.92723321914673)
(61.39656066894531, -18.61830711364746)
(61.272926330566406, -18.334379196166992)
(60.341529846191406, -18.996520042419434)
